Fire_Year,GIS_Acres,Distance
1964,65338.8776355638,1209.999514566416
1964,19218.105903432406,1085.9949508823374
1964,14101.44366232338,675.1928604728955
1964,11365.328284497404,1142.0174770930323
1964,11131.171731536648,1063.3692605424515
1964,10817.55037646403,998.5966135811725
1964,6950.069259110796,1134.959264743731
1964,5876.966587361752,1107.0054252950579
1964,4996.316662943953,462.1554636306364
1964,4995.725599114989,469.04714472317926
1964,4995.523496030371,473.4416270255145
1964,4995.490067526366,473.2432015048835
1964,4995.263602457726,485.77475376096874
1964,3506.6635346177686,1137.845202170694
1964,4267.789502857865,1075.323092267227
1964,2881.74848029986,1243.7392900946586
1964,2865.8342506912363,966.6456501187783
1964,2692.325289824503,1148.2953541301356
1964,2668.77880197223,1001.3618751320897
1964,2429.4038408197225,1081.3773710857595
1964,2158.5242261818776,971.4124925379132
1964,1963.3970932111727,1043.29240975093
1964,1721.0971079808382,1069.4300154747295
1964,1577.6768075862653,1245.2117066177534
1964,1601.4282750303744,1015.4197537868087
1964,2358.6335793288863,1130.6573463963673
1964,1422.4000913671462,1052.5367864529094
1964,1477.3610248540335,1204.7310314362405
1964,1184.1429442285869,1147.8672130975021
1964,893.3694472514022,1052.1340330120258
1964,777.7040430288783,414.5908202078171
1964,770.6364537877213,1172.8478465804262
1964,749.2598138082997,1096.9507217638084
1964,746.8648298971035,1045.673825880495
1964,743.9080247652789,1135.7499252413902
1964,711.7131459554965,896.8681331902424
1964,692.3328288189622,983.7821160635477
1964,690.761219398667,779.1084676664477
1964,682.3748752247258,1206.2610617219464
1964,630.7158802494909,969.8665372353624
1964,612.4540718347946,840.4459270811991
1964,600.5921967067409,1014.0317050193996
1964,599.8093500377163,970.8701760245036
1964,575.0359271792573,974.6386484055774
1964,569.272659508095,1069.80726052475
1964,492.4160343959656,1209.013184852306
1964,458.994728026723,1138.110648025636
1964,423.57542630472926,1092.2980615306526
1964,506.1306454736879,1067.747649599302
1964,407.6776869898288,1189.0367930015764
1964,398.48485066793796,1176.3284903499411
1964,392.00146443511005,1024.8514784862753
1964,380.3319054774773,1146.644283252396
1964,368.02688115140995,1203.7073654368016
1964,361.8210577704336,1073.000655851269
1964,361.7981675255511,1190.4377997495442
1964,349.33083786892513,1199.2161895790605
1964,343.36894046091817,1049.0560410086437
1964,338.08414947313713,949.3693800690521
1964,330.6257780452857,1054.1690550762523
1964,321.7895284639667,1032.0909280833725
1964,315.06484176310147,1060.3636070400926
1964,286.27309963294056,813.123217095743
1964,271.4697196925416,1041.9381229098713
1964,269.41102709400695,1219.3996638887127
1964,268.280750462491,1159.8727609459895
1964,245.95609420922622,427.96745725117955
1964,239.56819895332978,1093.6437379197664
1964,238.4664703203277,1058.230133664202
1964,234.60427015093617,1066.155762698277
1964,221.1869789777745,1244.1566393474704
1964,214.50221068145038,1053.713143848489
1964,233.23445071743788,1037.9864498299692
1964,200.19215770825437,979.1026563782384
1964,179.36839045955696,1193.2567723258344
1964,169.4258055300705,1072.3012187205466
1964,167.51101660088244,1063.9044849459608
1964,163.75118751993858,1146.2494689542311
1964,161.53024454638896,1009.1127944641828
1964,155.12411030570323,1002.57104835569
1964,152.45331758529235,977.8155004160075
1964,148.26760857807213,816.5436153373014
1964,288.7157941667326,622.045409095622
1964,133.62501221690113,1195.7297551905704
1964,130.70527375464175,964.5467038587547
1964,128.08361617798178,1088.6515596858628
1964,110.71682403908434,973.7481566646212
1964,108.9758149585377,1019.9138888734078
1964,107.18020143282683,1101.7405160152346
1964,134.54038720377332,1195.8329713978032
1964,102.9103060887691,1033.5638981303368
1964,99.76683379471287,1193.4432081480059
1964,95.2094658461817,718.2013751247654
1964,86.33310148582306,1125.9156359600559
1964,85.54273953283578,1161.703223506802
1964,75.22592542922852,1146.903749185571
1964,73.56829507292902,1143.1807057269768
1964,71.63368831762337,1032.4255375607643
1964,66.2485983641762,1052.4704585300024
1964,63.64490595666245,1220.2393936963135
1964,61.13404191007973,1007.0127621139413
1964,57.39955410240947,1050.967777168597
1964,55.23529576118203,803.4856607035127
1964,47.393441122484255,1051.7547901830565
1964,46.503124772771535,1186.1836183780706
1964,43.773641970709264,1133.8050289518915
1964,42.27393694036403,1018.8947063679219
1964,48.57012209055325,1219.6972692590878
1964,37.371624251227395,1083.751741498778
1964,34.414108800637685,1030.7361201982
1964,33.28968938714479,1143.332588306575
1964,31.137031749573918,1026.287903214234
1964,28.468121417707913,863.1280003801302
1964,27.89905882483649,1061.6003769507352
1964,26.959028175030383,1196.0305218818853
1964,26.62205366178269,976.6839476734934
1964,25.821086790087698,397.71465438149454
1964,28.52661710886596,1134.982832266096
1964,19.236039351084166,1138.2816031157618
1964,18.583005174717883,1142.676367200496
1964,13.125131397962988,1148.9813759325634
1964,12.125810404638882,795.9952819872625
1964,8.53671149601649,481.85240104441743
1964,7.507726303473591,1054.1509187868967
1964,7.350631220302664,1196.86436433636
1964,6.0661921738339135,1136.4029472941097
1964,4.840897526962072,457.02521850158905
1964,4.840848017078908,457.9462353120805
1964,4.840805468710529,460.00600277303784
1964,4.840782852778392,462.6508979035423
1964,4.840775403541759,462.9772039940136
1964,4.840552928697253,463.39241976054905
1964,4.840435446741632,465.53175834980124
1964,4.84033381238045,466.9774070184866
1964,4.840279618402299,468.04040586199403
1964,4.840242279824883,469.1122490449721
1964,4.840189472742292,470.02373952861933
1964,4.840010092320323,475.77645837155615
1964,4.839739589632288,479.229774181401
1964,4.8393869603026145,485.5640671711019
1964,4.839279424302306,495.21420695010005
1964,4.7794738336632125,1141.051050233301
1964,2.314974199606812,1049.590425213806
1964,1.2910969324071337,458.9550368404948
1964,0.8938939959598134,456.95018185438727
1964,0.8208175566663845,458.05609360185645
1964,0.7239009445922846,458.639599148264
1964,0.450829055113527,1062.1289911814126
1964,0.3022564941133325,1075.349654551697
1964,0.17979820458115214,1056.7802690568237
1964,0.1595997922137173,963.8690559053688
1964,0.14764559278284536,1015.4768991653816
1964,0.1310855470411522,458.87492739727924
1964,0.13108425290655987,459.26400774416794
1964,0.13107905140433473,463.46232021224245
1964,0.13107693771956036,466.9331937182251
1964,0.1310765061698138,468.0531202181032
1964,0.13107101615145872,473.55487038217507
1964,0.1310705717574524,467.79564995550015
1964,0.13107029978228868,468.0859559466766
1964,0.13107028615461236,474.3160998884788
1964,0.1310697932311894,468.3665564692332
1964,0.13106923506556167,468.5936087744774
1964,0.13106201991377509,476.945002155498
1964,0.13106080154443928,477.2654966585172
1964,0.13106061788263473,478.24789551018307
1964,0.1310571551028462,478.21618831146884
1964,0.13105707282164292,484.04120147871475
1964,0.13105668317209965,479.2474324743432
1964,0.13105550715060077,481.40066563290566
1964,0.13105403549055583,480.7617720948166
1964,0.13105242071322645,484.5028062577646
1964,0.1310522431141899,481.9929793738719
1964,0.13105218637163313,484.64913068908015
1964,0.13104952937020917,485.3715412662332
1964,0.13104897029110454,484.58708406620616
1964,0.13104852212848625,487.8248109108296
1964,0.13104775733993723,487.7988239630718
1964,0.13104649551878852,484.8552598198104
1964,0.13104407296407522,487.5450115592985
1964,0.13102922241686957,495.5659437493748
1964,0.26205806194760384,495.72806100120914
1964,0.1225323634444534,928.756466453959
1964,0.07935004017174818,1203.8341848537352
1964,0.07686254205476155,1072.6463525347351
1964,0.06910196344619575,1145.6689999034486
1964,0.04958100324500357,1200.3019559707002
1964,0.018687827683985005,676.7722573871412
1964,0.018687705231503232,677.0076022709934
1964,0.018425185690588593,674.1802124375928
1964,0.017405574973617506,675.4203418168562
1964,0.017405226997150303,674.741368167255
1965,18675.43393853506,511.0757110146052
1965,3139.5397710340476,1023.1309977371618
1965,3025.674233752031,1004.1509568175021
1965,2404.9065899559387,1022.6571636280745
1965,2248.9560052677284,703.3441690978713
1965,2020.5447948382553,1178.1904874477455
1965,1883.2591320507413,1085.2401626121236
1965,1434.4810673875752,1069.3853991470116
1965,1297.4887191285052,1055.5124775646216
1965,1167.4920705503012,1077.7507341140847
1965,996.7664972551047,1066.6317942265614
1965,963.7206971269078,1170.5343637249512
1965,949.0392808171272,1032.4258173269461
1965,824.7255689350806,942.4824557825923
1965,815.3288807912902,1045.7232913108837
1965,799.6595361816103,965.4335232382005
1965,764.9766085919191,1176.7140690392664
1965,720.3068859072298,1232.6783125669538
1965,632.5091141015033,1023.2694688638902
1965,586.6763048323456,1168.665123606064
1965,580.1479282793516,1146.0149984632562
1965,559.929787478225,945.6531212458732
1965,523.903440778667,1052.386294987481
1965,520.6635691408761,1063.952539192501
1965,493.7669737422273,1123.3542086757896
1965,492.05715442526,1074.7420228885924
1965,432.8042906299901,1074.6047950383913
1965,406.3155187871202,1142.8626799248327
1965,386.85326677558334,1037.436183672035
1965,381.78510388649994,1131.2097243667445
1965,347.33168311469893,1033.874131648605
1965,323.31627186525714,482.19197924325795
1965,299.56347573521526,1017.7396274826466
1965,299.13570111784855,962.9727781372612
1965,295.15120817088274,1029.6151519164403
1965,321.80061272113215,1175.0128145822268
1965,339.2668460245189,1029.775813151684
1965,272.2739952799305,966.050727960035
1965,250.18308139917377,1032.6011526008758
1965,245.00518908258502,1041.9824199621069
1965,244.10886075678872,1148.7393961606097
1965,219.5791233806006,1035.4700963260889
1965,214.57001082557952,1072.4029346036293
1965,201.77529234350723,939.0542825370837
1965,190.4508620029435,976.3059548890996
1965,187.2659898812358,1201.4171799130188
1965,178.94766958064918,1148.98796475642
1965,171.46964018021137,1063.0563241417865
1965,161.64001508287518,1026.303313631063
1965,160.69776217038378,718.9793988163424
1965,158.18875845525105,1238.387182702816
1965,151.30928587502376,1070.018043084838
1965,139.03247047460874,1062.1627622460176
1965,136.5946651870445,972.9156459894442
1965,133.60701488336326,988.5679303567453
1965,113.99734466433077,1100.4683214990794
1965,111.26452513768386,1089.5902746412733
1965,102.76618351700567,1198.4621091635943
1965,98.83063008388301,1022.4309536577697
1965,95.26866886518997,951.2044491017564
1965,80.6006747950108,722.7489113496711
1965,81.80666551050714,1220.48343540611
1965,58.00654246642739,1008.0442502129523
1965,64.33576769889248,1040.3966389304517
1965,57.07429252083481,1060.0350702599817
1965,56.620801722684575,1054.7418299949672
1965,54.289373255957386,1038.6139483636223
1965,52.62427388888055,1040.8824532642407
1965,51.761969166657,1010.7507821768859
1965,51.42094247249736,1024.820089993379
1965,50.85742534799242,1033.6696670868068
1965,49.25428509317004,1089.8410737874513
1965,44.66907709516583,971.7158091913949
1965,42.24847436895161,711.2234135468617
1965,41.8871544353853,1065.1401611440162
1965,40.83783224546875,1010.8437417324765
1965,40.2756915449392,1044.8048409265741
1965,39.202494650401,1043.4628166316738
1965,39.159771854763406,1027.2561773185012
1965,36.77615940758262,1026.180545848567
1965,31.03171138551686,1139.3780342737095
1965,29.90251148046571,860.1016669098668
1965,41.76924520401613,970.6274744253561
1965,26.83012265205503,1028.6452243297308
1965,23.840437426948217,1087.222351393063
1965,22.937514774251234,1119.9009495571374
1965,16.49738851263242,1198.9527619249022
1965,22.076115770176834,1193.61317948148
1965,19.47597932205956,1178.0808957865074
1965,12.534601007972011,805.5506292076312
1965,12.370294662850826,1031.5043439525516
1965,12.307235936480767,1024.5113295205956
1965,11.047444041327319,835.8875656685676
1965,8.308485884470759,1031.9495963539334
1965,7.915773550022387,1046.3954660561405
1965,7.367691607698904,1028.8656091680289
1965,5.8103149536147445,1022.7526789638188
1965,5.0732073362631125,1017.4780183714131
1965,4.970580161820075,1201.5781432835192
1965,4.842236759654035,416.7060370006928
1965,4.840971364830481,455.02158885471164
1965,4.840944692190298,455.9342785220131
1965,4.840919610492042,459.29789300333647
1965,4.85745590599578,457.4971824390762
1965,4.840756812036739,459.8703664102746
1965,4.840121107820479,471.5873451534548
1965,3.9782418134748907,1134.4147972133244
1965,3.247297713427078,963.42248876685
1965,2.831538132174256,854.2028798516901
1965,2.770117007590838,1038.9159463269498
1965,2.384429385709944,1078.7933133606211
1965,1.9894917821887914,1131.4453791286428
1965,1.9890989236274303,1143.636317961073
1965,2.902677333863937,459.74111251498806
1965,1.391655746980957,1210.4091423015764
1965,1.3090746701343299,1026.850415702105
1965,1.2800551125914137,1063.6101959676532
1965,1.2686649938404402,1030.9965136869364
1965,1.1838520083501272,1045.1262883596587
1965,1.1512890073429325,1080.9753461507453
1965,1.0550415038969245,1059.9869636103833
1965,0.9943564188007418,1145.217463964464
1965,0.795210894238466,1199.6581302113386
1965,0.7952103804971689,1202.312954213817
1965,0.7951527411160102,1206.267076046094
1965,0.6957074273297162,1209.5840890681961
1965,0.6627389077299112,1060.7959797873536
1965,0.5456979854545447,1014.2371955443796
1965,0.3975081355114836,1212.0889623835135
1965,0.34483273982175205,999.7810349576532
1965,0.3180406179946987,1205.1257583930008
1965,0.31298430923471643,985.0527782558435
1965,0.2637904583290623,1211.9281048491162
1965,0.25843949630460894,1203.3022829736096
1965,0.24882120880443995,1121.949196314522
1965,0.2484396927949272,1200.8912150777196
1965,0.24839414593233136,1212.4372610330468
1965,0.1964900938616519,970.5446098565977
1965,0.18802996977165598,1204.7865680602483
1965,0.18799526711468598,1215.529835674661
1965,0.16508071699089713,1052.4265790007398
1965,0.1491406634979858,1194.848227215078
1965,0.14606428795863513,1000.5756029925067
1965,0.13113179280184897,393.8140733158194
1965,0.13113133848737588,394.874724462232
1965,0.13112822457719528,406.9411550949434
1965,0.13112799756663573,408.2700177797169
1965,0.13112737474716235,411.96984046372546
1965,0.1311271586256682,409.8310451386895
1965,0.13112386154781927,414.32889688688914
1965,0.13112146165331504,418.88797190948725
1965,0.13112094230987506,419.46973286056595
1965,0.11911260320484969,1203.7030834057755
1965,0.1191116906788318,1201.756781500715
1965,0.11908128608799327,1217.4467927816695
1965,0.10930633199271919,1201.228065434151
1965,0.109305324037365,1201.584320717516
1965,0.1092843287261414,1213.350150017567
1965,0.09948508319008406,1119.0026753193715
1965,0.09944895327366324,1144.765487372363
1965,0.09935911193817235,1185.702477066838
1965,0.09934873978776777,1191.8466726621323
1965,0.09933827980647217,1195.7852336769984
1965,0.0993112756026665,1212.3346112743488
1965,0.09930171166144586,1216.560899138492
1965,0.0993013307887912,1218.3370766945902
1965,0.0969605457285714,955.950373153814
1965,0.09443695300117824,1015.8267924546967
1965,0.08933638358671811,1199.835942876932
1965,0.1189266048666515,1200.5370176795996
1965,0.06955667470292694,1206.2880660241597
1965,0.05958476227472994,1201.5204234636615
1965,0.059583352880445195,1203.0449634000515
1965,0.05957678081475228,1208.8593773718057
1965,0.04959276032939884,1186.3362826112634
